    0.10000E-03    0.43257E+03
    0.10202E-03    0.44101E+03
    0.10408E-03    0.44961E+03
    0.10618E-03    0.45839E+03
    0.10833E-03    0.46733E+03
    0.11052E-03    0.47645E+03
    0.11275E-03    0.48574E+03
    0.11503E-03    0.49522E+03
    0.11735E-03    0.50488E+03
    0.11972E-03    0.51473E+03
    0.12214E-03    0.52477E+03
    0.12461E-03    0.53501E+03
    0.12712E-03    0.54544E+03
    0.12969E-03    0.55608E+03
    0.13231E-03    0.56693E+03
    0.13499E-03    0.57798E+03
    0.13771E-03    0.58926E+03
    0.14049E-03    0.60075E+03
    0.14333E-03    0.61246E+03
    0.14623E-03    0.62441E+03
    0.14918E-03    0.63658E+03
    0.15220E-03    0.64899E+03
    0.15527E-03    0.66165E+03
    0.15841E-03    0.67455E+03
    0.16161E-03    0.68770E+03
    0.16487E-03    0.70111E+03
    0.16820E-03    0.71477E+03
    0.17160E-03    0.72871E+03
    0.17507E-03    0.74291E+03
    0.17860E-03    0.75739E+03
    0.18221E-03    0.77215E+03
    0.18589E-03    0.78720E+03
    0.18965E-03    0.80254E+03
    0.19348E-03    0.81817E+03
    0.19739E-03    0.83411E+03
    0.20138E-03    0.85037E+03
    0.20544E-03    0.86693E+03
    0.20959E-03    0.88382E+03
    0.21383E-03    0.90103E+03
    0.21815E-03    0.91858E+03
    0.22255E-03    0.93647E+03
    0.22705E-03    0.95470E+03
    0.23164E-03    0.97329E+03
    0.23632E-03    0.99224E+03
    0.24109E-03    0.10115E+04
    0.24596E-03    0.10312E+04
    0.25093E-03    0.10513E+04
    0.25600E-03    0.10718E+04
    0.26117E-03    0.10926E+04
    0.26645E-03    0.11139E+04
    0.27183E-03    0.11355E+04
    0.27732E-03    0.11576E+04
    0.28292E-03    0.11801E+04
    0.28864E-03    0.12031E+04
    0.29447E-03    0.12265E+04
    0.30042E-03    0.12503E+04
    0.30649E-03    0.12746E+04
    0.31268E-03    0.12993E+04
    0.31899E-03    0.13246E+04
    0.32544E-03    0.13503E+04
    0.33201E-03    0.13765E+04
    0.33872E-03    0.14032E+04
    0.34556E-03    0.14305E+04
    0.35254E-03    0.14582E+04
    0.35966E-03    0.14865E+04
    0.36693E-03    0.15154E+04
    0.37434E-03    0.15447E+04
    0.38190E-03    0.15747E+04
    0.38962E-03    0.16052E+04
    0.39749E-03    0.16363E+04
    0.40552E-03    0.16680E+04
    0.41371E-03    0.17003E+04
    0.42207E-03    0.17332E+04
    0.43060E-03    0.17668E+04
    0.43929E-03    0.18009E+04
    0.44817E-03    0.18358E+04
    0.45722E-03    0.18713E+04
    0.46646E-03    0.19074E+04
    0.47588E-03    0.19443E+04
    0.48550E-03    0.19818E+04
    0.49530E-03    0.20201E+04
    0.50531E-03    0.20590E+04
    0.51552E-03    0.20987E+04
    0.52593E-03    0.21392E+04
    0.53656E-03    0.21804E+04
    0.54739E-03    0.22224E+04
    0.55845E-03    0.22652E+04
    0.56973E-03    0.23088E+04
    0.58124E-03    0.23532E+04
    0.59299E-03    0.23984E+04
    0.60496E-03    0.24445E+04
    0.61719E-03    0.24915E+04
    0.62965E-03    0.25393E+04
    0.64237E-03    0.25880E+04
    0.65535E-03    0.26376E+04
    0.66859E-03    0.26881E+04
    0.68210E-03    0.27396E+04
    0.69588E-03    0.27920E+04
    0.70993E-03    0.28453E+04
    0.72427E-03    0.28997E+04
    0.73891E-03    0.29551E+04
    0.75383E-03    0.30114E+04
    0.76906E-03    0.30688E+04
    0.78460E-03    0.31273E+04
    0.80045E-03    0.31868E+04
    0.81662E-03    0.32474E+04
    0.83311E-03    0.33091E+04
    0.84994E-03    0.33720E+04
    0.86711E-03    0.34359E+04
    0.88463E-03    0.35010E+04
    0.90250E-03    0.35673E+04
    0.92073E-03    0.36348E+04
    0.93933E-03    0.37035E+04
    0.95831E-03    0.37734E+04
    0.97767E-03    0.38445E+04
    0.99742E-03    0.39169E+04
    0.10176E-02    0.39906E+04
    0.10381E-02    0.40656E+04
    0.10591E-02    0.41420E+04
    0.10805E-02    0.42196E+04
    0.11023E-02    0.42987E+04
    0.11246E-02    0.43791E+04
    0.11473E-02    0.44609E+04
    0.11705E-02    0.45441E+04
    0.11941E-02    0.46287E+04
    0.12182E-02    0.47148E+04
    0.12429E-02    0.48024E+04
    0.12680E-02    0.48915E+04
    0.12936E-02    0.49821E+04
    0.13197E-02    0.50742E+04
    0.13464E-02    0.51679E+04
    0.13736E-02    0.52632E+04
    0.14013E-02    0.53600E+04
    0.14296E-02    0.54585E+04
    0.14585E-02    0.55586E+04
    0.14880E-02    0.56603E+04
    0.15180E-02    0.57637E+04
    0.15487E-02    0.58688E+04
    0.15800E-02    0.59756E+04
    0.16119E-02    0.60842E+04
    0.16445E-02    0.61944E+04
    0.16777E-02    0.63065E+04
    0.17116E-02    0.64203E+04
    0.17462E-02    0.65359E+04
    0.17814E-02    0.66533E+04
    0.18174E-02    0.67726E+04
    0.18541E-02    0.68936E+04
    0.18916E-02    0.70166E+04
    0.19298E-02    0.71414E+04
    0.19688E-02    0.72681E+04
    0.20086E-02    0.73967E+04
    0.20491E-02    0.75272E+04
    0.20905E-02    0.76597E+04
    0.21328E-02    0.77941E+04
    0.21758E-02    0.79305E+04
    0.22198E-02    0.80688E+04
    0.22646E-02    0.82091E+04
    0.23104E-02    0.83514E+04
    0.23571E-02    0.84957E+04
    0.24047E-02    0.86419E+04
    0.24533E-02    0.87902E+04
    0.25028E-02    0.89405E+04
    0.25534E-02    0.90928E+04
    0.26050E-02    0.92471E+04
    0.26576E-02    0.94035E+04
    0.27113E-02    0.95619E+04
    0.27660E-02    0.97223E+04
    0.28219E-02    0.98847E+04
    0.28789E-02    0.10049E+05
    0.29371E-02    0.10216E+05
    0.29964E-02    0.10384E+05
    0.30569E-02    0.10555E+05
    0.31187E-02    0.10727E+05
    0.31817E-02    0.10902E+05
    0.32460E-02    0.11078E+05
    0.33115E-02    0.11257E+05
    0.33784E-02    0.11437E+05
    0.34467E-02    0.11619E+05
    0.35163E-02    0.11803E+05
    0.35874E-02    0.11989E+05
    0.36598E-02    0.12177E+05
    0.37338E-02    0.12367E+05
    0.38092E-02    0.12559E+05
    0.38861E-02    0.12752E+05
    0.39646E-02    0.12947E+05
    0.40447E-02    0.13144E+05
    0.41264E-02    0.13343E+05
    0.42098E-02    0.13543E+05
    0.42948E-02    0.13745E+05
    0.43816E-02    0.13948E+05
    0.44701E-02    0.14153E+05
    0.45604E-02    0.14359E+05
    0.46525E-02    0.14567E+05
    0.47465E-02    0.14776E+05
    0.48424E-02    0.14986E+05
    0.49402E-02    0.15198E+05
    0.50400E-02    0.15410E+05
    0.51419E-02    0.15624E+05
    0.52457E-02    0.15839E+05
    0.53517E-02    0.16054E+05
    0.54598E-02    0.16271E+05
    0.55701E-02    0.16488E+05
    0.56826E-02    0.16706E+05
    0.57974E-02    0.16925E+05
    0.59145E-02    0.17144E+05
    0.60340E-02    0.17363E+05
    0.61559E-02    0.17583E+05
    0.62803E-02    0.17803E+05
    0.64072E-02    0.18022E+05
